QID,DID,QUESTION,QTYPE,AMODE,ATYPE,VALID ANS,DTEXT,column8
D077Q03,77,马可.波罗第一次抵达中国是哪一年？,进阶题,Single-Span-Extraction,Date-Duration,['1275年'],"马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q04,77,马可.波罗和父亲以及叔父晋见了哪一朝的皇帝？,基础题,Single-Span-Extraction,Date-Duration,['元朝'],"马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q05,77,马可.波罗和父亲以及叔父去的元朝是哪一位皇帝？,基础题,Single-Span-Extraction,Person,"['元世祖忽必烈', '元世祖']","马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q06,77,哪一位教宗写信给匆必烈?,基础题,Single-Span-Extraction,Person,"['教宗格里高利十世', '格里高利十世']","马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q07,77,马可.波罗受到谁的托咐，护送蒙古公主出嫁？,进阶题,Single-Span-Extraction,Person,['忽必烈'],"马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q08,77,马可.波罗护送蒙古公主到哪一个国家合亲？,基础题,Single-Span-Extraction,Organization,['伊儿汗国'],"马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q09,77,马可.波罗护送的蒙古公主叫什么名字？,基础题,Single-Span-Extraction,Person,['阔阔真'],"马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D077Q10,77,马可.波罗是哪一国人？(文本中),基础题,Single-Span-Extraction,Organization,['威尼斯共和国'],"马可·波罗（Marco Polo，又译马可·孛罗、马哥·波罗、马哥孛罗，1254年9月15日－1324年1月8日）是威尼斯共和国商人、旅行家及探险家。曾随父亲和叔叔通过丝绸之路到过中国，担任元朝官员。父亲和叔叔都是有名的远东贸易商人，马可全家皆为天主教徒。两人于1255年出发向东，开始时并非想去中国。但是一路战事纷发，在1264年碰到元朝派往西方的使者，决定到中国。1266年，兄弟两人到达元大都，见到元世祖忽必烈。忽必烈写了一封信给教宗，托波罗兄弟带回罗马，请教宗派人到元朝，告诉元朝人关于欧洲人的生活方式。
第二次远航兄弟两人回到义大利，此时第八次十字军东征刚刚结束，第九次东征正在筹划中。他们拿到教宗格里高利十世给忽必烈的回信，于1271年动身返回中国。这一次Niccolò带了他的儿子马可。他们从威尼斯乘船到黑海南岸登陆，然后从陆路辗转于1275年抵达元上都（开平），随后又抵达大都（北京）。
1292年，马可·波罗和父亲叔叔受忽必烈委托，从泉州出发经海路护送蒙古公主阔阔真到伊儿汗国成婚。忽必烈答应他们，在完成使命后，可以转路回国。1295年波罗一家人回到欧洲。南开大学历史学家杨志玖教授曾在永乐大典残片《站赤》中找到一条记载——「兀鲁得、阿必失和火者，取道马八儿，往阿鲁浑大王位下」，伊儿汗国的拉施特在《史集》中记载合赞迎娶阔阔真时，也提到火者等使者，与《马可波罗游记》中记载护送阔阔真的使者名字一致，成为证明马可波罗到过中国的有力证据。",
D078Q01,78,妈妈的阿公，我要怎么称呼他？,基础题,Kinship,Kinship,"['外曾祖父(外太公)', '外曾祖父', '外太公']","当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q02,78,妈妈的阿妈，我要怎么称呼她？,基础题,Kinship,Kinship,"['外曾祖母(外太/外太婆)', '外曾祖母', '外太', '外太婆']","当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q03,78,在亲属关系中，我的外公是谁的爸爸？,基础题,Kinship,Kinship,['母亲'],"当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q04,78,在亲属关系中，我的外婆是谁的妈妈？,基础题,Kinship,Kinship,['母亲'],"当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q05,78,在亲属关系中，妈妈的哥哥，我要叫他什么？,基础题,Kinship,Kinship,"['舅父(舅舅)', '舅父', '舅舅']","当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q06,78,在亲属关系中，妈妈的姐姐，我要叫他什么？,基础题,Kinship,Kinship,"['姨母(姨妈/阿姨)', '姨母', '姨妈', '阿姨']","当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q07,78,在亲属关系中，阿姨的先生是我的什么人?,基础题,Kinship,Kinship,"['姨父(姨丈)', '姨父', '姨丈']","当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D078Q08,78,在亲属关系中，舅舅的太太是我的什么人?,基础题,Kinship,Kinship,"['舅母(妗母)', '舅母', '妗母']","当对象是母亲的祖父，我们要称呼他为外曾祖父(外太公)；当对象是母亲祖母，我们要称呼她为外曾祖母(外太/外太婆)。而我们自己要称作是外曾孙或外曾孙女，对第三者介绍他们时，会说外曾祖父外曾祖母。当我们称呼别人外曾祖父外曾祖母时，会说令外曾祖父令外曾祖母。
当对象是母亲的父亲，我们要称呼他为外祖父(公公/外公)；当对象是母亲的母亲，我们要称呼她为外祖母(外婆)。而我们自己要称作是外孙或外孙女，对第三者介绍他们时，会说外祖父外祖母。当我们称呼别人的外祖父外祖母时，会说令外祖父令外祖母。
当对象是母亲的兄弟，我们要称呼他为舅父(舅舅)；当对象是母亲兄弟的妻子，我们要称呼她为舅母(妗母)。而我们自己要称作是外甥或外甥女，对第三者介绍他们时，会说舅父舅母。当我们称呼别人的舅父舅母时，会说令舅父令舅母。
当对象是母亲的姐妹，我们要称呼他为姨母(姨妈/阿姨)；当对象是母亲姐妹的丈夫，我们要称呼她为姨父(姨丈)。而我们自己要称作是姨甥或姨甥女，对第三者介绍他们时，会说姨父姨母。当我们称呼别人的姨父姨母时，会说令姨母令姨父。",
D079Q01,79,目前有哪一个问答系统在与人类兢赛的过程中获胜?,基础题,Single-Span-Extraction,Object,"['IBM的华生系统', '华生系统', '华生']","问答系统（英语：Question answering）与目前主流资讯检索技术有两点不同：首先是查询方式为完整而口语化的问句，再来则是其回传的为高精准度网页结果或明确的答案字串。以Ask Jeeves为例，使用者不需要思考该使用甚么样的问法才能够得到理想的答案，只需要用口语化的方式直接提问如「请问谁是美国总统？」即可。而系统在了解使用者问句后，会非常清楚地回答「川普是美国总统」。面对这种系统，使用者不需要费心去一一检视搜寻引擎回传的网页，对于资讯检索的效率与资讯的普及都有很大帮助。从系统内部来看，问答系统使用了大量有别于传统资讯检索系统自然语言处理技术，如自然语言剖析（Natural Language Parsing）、问题分类（Question Classification）、专名辨识（Named Entity Recognition）等等。少数系统甚至会使用复杂的逻辑推理机制，来区隔出需要推理机制才能够区隔出来的答案。在系统所使用的资料上，除了传统资讯检索会使用到的资料外（如字典），问答系统还会使用本体论等语义资料，或者利用网页来增加资料的丰富性。
截至目前为止，最著名的问答系统应属IBM的华生系统。该系统在2011年于Jeopardy节目中，与人类同场较劲，并获得最后的胜利。问答系统接受的是自然语言问句，为了有效控制研究变因，多会订定可接受的问题类型来限制研究范围。最基本的类型为「仿真陈述问答」（Factoid Question Answering），此类系统根据答案语料所述资讯，取出一小段字串作为答案。由于答案的正确与否是根据答案语料的内容来决定，在现实生活中不一定为真，故称为仿真陈述问答。有些系统把问答范围进一步缩小，限定在人、地、组织等明确的专有名词上。若此类系统有能力回答如「请列举美国历届总统」这种清单型的问句，则称为「清单问答」（List Question Answering）；若能回答定义问题，则称为「定义问答」（Definition Question Answering）；以此类推还能定义出其他类型的问题。除了这些与问句资讯内容有关的类型外，最近评鉴会议引进如「时间限制问题」（Temporally Restricted Questions）与「序列问题」（Series of Questions）等复杂的问题类型。时间限制型的问题会在问句中明确指出答案的时间范围限制，比如说以「民国九十年时的国民党主席是谁」这问句来说，系统必须有根据答案语料结构化资料，或上下文来推论正确答案的能力。序列问题则把问答系统未来的应用定位在互动式的系统上。经过来回多次问答的方式来满足使用者的资讯需求。了解这些问题类型分类，有助于研究范围界定，同时在分析比较上也比较有依据。",
D079Q05,79,问答系统中把回答范围限缩在文本资讯的问题类型是哪一类?,进阶题,Single-Span-Extraction,Object,"['「仿真陈述问答」（Factoid Question Answering）', '仿真陈述问答', 'Factoid Question Answering']","问答系统（英语：Question answering）与目前主流资讯检索技术有两点不同：首先是查询方式为完整而口语化的问句，再来则是其回传的为高精准度网页结果或明确的答案字串。以Ask Jeeves为例，使用者不需要思考该使用甚么样的问法才能够得到理想的答案，只需要用口语化的方式直接提问如「请问谁是美国总统？」即可。而系统在了解使用者问句后，会非常清楚地回答「川普是美国总统」。面对这种系统，使用者不需要费心去一一检视搜寻引擎回传的网页，对于资讯检索的效率与资讯的普及都有很大帮助。从系统内部来看，问答系统使用了大量有别于传统资讯检索系统自然语言处理技术，如自然语言剖析（Natural Language Parsing）、问题分类（Question Classification）、专名辨识（Named Entity Recognition）等等。少数系统甚至会使用复杂的逻辑推理机制，来区隔出需要推理机制才能够区隔出来的答案。在系统所使用的资料上，除了传统资讯检索会使用到的资料外（如字典），问答系统还会使用本体论等语义资料，或者利用网页来增加资料的丰富性。
截至目前为止，最著名的问答系统应属IBM的华生系统。该系统在2011年于Jeopardy节目中，与人类同场较劲，并获得最后的胜利。问答系统接受的是自然语言问句，为了有效控制研究变因，多会订定可接受的问题类型来限制研究范围。最基本的类型为「仿真陈述问答」（Factoid Question Answering），此类系统根据答案语料所述资讯，取出一小段字串作为答案。由于答案的正确与否是根据答案语料的内容来决定，在现实生活中不一定为真，故称为仿真陈述问答。有些系统把问答范围进一步缩小，限定在人、地、组织等明确的专有名词上。若此类系统有能力回答如「请列举美国历届总统」这种清单型的问句，则称为「清单问答」（List Question Answering）；若能回答定义问题，则称为「定义问答」（Definition Question Answering）；以此类推还能定义出其他类型的问题。除了这些与问句资讯内容有关的类型外，最近评鉴会议引进如「时间限制问题」（Temporally Restricted Questions）与「序列问题」（Series of Questions）等复杂的问题类型。时间限制型的问题会在问句中明确指出答案的时间范围限制，比如说以「民国九十年时的国民党主席是谁」这问句来说，系统必须有根据答案语料结构化资料，或上下文来推论正确答案的能力。序列问题则把问答系统未来的应用定位在互动式的系统上。经过来回多次问答的方式来满足使用者的资讯需求。了解这些问题类型分类，有助于研究范围界定，同时在分析比较上也比较有依据。",
