qid	parsed_subj	parsed_pred	sid	pretty_values	proc_values	answers	answer
D298Q04	not_parsed	not_parsed					
D298Q05	not_parsed	not_parsed					
D298Q06	not_parsed	not_parsed					
D298Q07	not_parsed	not_parsed					
D299Q01	not_parsed	not_parsed					
D299Q02	not_parsed	not_parsed					
D299Q03	not_parsed	not_parsed					
D299Q04	not_parsed	not_parsed					
D299Q05	not_parsed	not_parsed					
D299Q06	not_parsed	not_parsed					
D300Q01	not_parsed	not_parsed					
D300Q02	not_parsed	not_parsed					
D300Q03	not_parsed	not_parsed					
D300Q04	not_parsed	not_parsed					
D300Q05	not_parsed	not_parsed					
D300Q06	not_parsed	not_parsed					
D300Q07	not_parsed	not_parsed					
D301Q01	not_parsed	not_parsed					
D301Q02	not_parsed	not_parsed					
D301Q03	not_parsed	not_parsed					
D301Q04	not_parsed	not_parsed					
D301Q05	not_parsed	not_parsed					
D301Q06	not_parsed	not_parsed					
D301Q07	not_parsed	not_parsed					
D301Q08	not_parsed	not_parsed					
D301Q09	not_parsed	not_parsed					
D301Q10	not_parsed	not_parsed					
D301Q11	not_parsed	not_parsed					
D302Q01	晏子	國籍	['Q1045306', 'Q709736']	['Q837855 齊國']	[(['齐国'], [])]	['齐国']	齐国
D302Q02	not_parsed	not_parsed					
D302Q03	not_parsed	not_parsed					
D302Q04	not_parsed	not_parsed					
D302Q05	not_parsed	not_parsed					
D302Q06	not_parsed	not_parsed					
D302Q07	not_parsed	not_parsed					
D303Q01	not_parsed	not_parsed					
D303Q02	not_parsed	not_parsed					
D303Q03	not_parsed	not_parsed					
D303Q04	not_parsed	not_parsed					
D303Q05	not_parsed	not_parsed					
D303Q06	not_parsed	not_parsed					
D304Q01	not_parsed	not_parsed					
D304Q02	not_parsed	not_parsed					
D304Q03	not_parsed	not_parsed					
D304Q04	not_parsed	not_parsed					
D304Q05	not_parsed	not_parsed					
D304Q06	not_parsed	not_parsed					
D304Q07	not_parsed	not_parsed					
D304Q08	not_parsed	not_parsed					
D305Q01	苏东坡	國籍	['Q36020']	['Q319460 北宋']	[(['北宋'], [])]	['北宋时代']	北宋时代
D305Q02	not_parsed	not_parsed					
D305Q03	not_parsed	not_parsed					
D305Q04	not_parsed	not_parsed					
D305Q05	not_parsed	not_parsed					
D305Q06	王羲之	國籍	['Q378564']	['Q306928 東晉']	[(['东晋'], ['东晋时期', '中晋'])]	['东晋']	东晋
D305Q07	not_parsed	not_parsed					
D305Q08	怀素是	國籍	['Q3235751']	['Q9683 唐朝']	[(['唐朝'], ['唐', '唐代', "T'ang Ch'ao", 'Táng Cháo'])]	['唐朝']	唐朝
D305Q09	not_parsed	not_parsed					
D305Q10	not_parsed	not_parsed					
D307Q01	not_parsed	not_parsed					
D307Q02	not_parsed	not_parsed					
D307Q03	not_parsed	not_parsed					
D307Q04	not_parsed	not_parsed					
D307Q05	not_parsed	not_parsed					
D307Q06	not_parsed	not_parsed					
D307Q07	not_parsed	not_parsed					
D308Q01	not_parsed	not_parsed					
D308Q02	not_parsed	not_parsed					
D308Q03	not_parsed	not_parsed					
D308Q04	not_parsed	not_parsed					
D308Q05	not_parsed	not_parsed					
D308Q06	not_parsed	not_parsed					
D308Q07	not_parsed	not_parsed					
